id,title,genres,authors,description,readers_count,avg_rating,genre_score
1269,"Я, Эрл и умирающая девушка",Современная зарубежная литература,Джесси Эндрюс,,29,4.8,566
228845,Арабская сага,Современная зарубежная литература,Таня Валько,"жанр: исторический роман
темы: семья, власть, традиции, культура, любовь
конфликт: борьба за власть, семейные противоречия
смысл: история семьи и ее борьбы за власть, исследование культурных традиций и семейных отношений.",9,,566
305845,"Рожденная в гареме. Любовь, мечты… и неприкрытая правда",Современная зарубежная литература,Фатима Мернисси,,15,5.0,566
227597,Рождественский мешок,Современная зарубежная литература,Кевин Алан Милн,,18,5.0,566
180164,Романтический эгоист,Современная зарубежная литература,Фредерик Бегбедер,,29,5.0,566
46533,Расстояние между мной и черешневым деревом,Современная зарубежная литература,Паола Перетти,,12,4.0,566
271034,Реальная история о настоящей любви,Современная зарубежная литература,Ольга Котик,,14,5.0,566
14145,"Бабушка велела кланяться и передать, что просит прощения",Современная зарубежная литература,Фредрик Бакман,,262,4.7,566
142720,Ты слышишь нашу музыку?,Современная зарубежная литература,Аньес Мартен-Люган,,38,4.5,566
219986,Тысяча акров,Современная зарубежная литература,Джейн Смайли,,20,4.9,566
27850,Тысяча ночей и еще одна. Истории о женщинах в мужском мире,Современная зарубежная литература,Ханан аль-Шейх,,10,5.0,566
35743,Тысяча сияющих солнц,Современная зарубежная литература,Халед Хоссейни,,378,4.8,566
34422,Тысячи ночей у открытого окна,Современная зарубежная литература,Мэри Элис Монро,,33,5.0,566
112300,Крылья воробья,Современная зарубежная литература,Дуги Бримсон,,15,4.0,566
311251,Кто все расскажет,Современная зарубежная литература,Чак Паланик,,99,2.8,566
92925,"Куда ты пропала, Бернадетт?",Современная зарубежная литература,Мария Семпл,,27,5.0,566
106069,Лавандовая комната,Современная зарубежная литература,Нина Георге,,46,4.4,566
57736,Три версии нас,Современная зарубежная литература,Лора Барнетт,,23,4.0,566
35820,"Анна, Ханна и Юханна",Современная зарубежная литература,Мариан Фредрикссон,"жанр: роман
темы: любовь, семья, идентичность, отношения, конфликт
конфликт: внутренний конфликт, семейные противоречия
смысл: История трех женщин, их жизни и борьбы, исследование их отношений и личностного роста.",20,5.0,566
153625,Апельсиновая Девушка,Современная зарубежная литература,Юстейн Гордер,"жанр: роман
темы: любовь, семья, идентичность
конфликт: внутренний конфликт, конфликт поколений
смысл: История о самооткрытии и отношениях, исследующая сложности человеческих связей.",36,3.7,566
289438,Сиротка. Слезы счастья,Современная зарубежная литература,Мари-Бернадетт Дюпюи,,16,5.0,566
125978,Рыбаки,Современная зарубежная литература,Чигози Обиома,,18,4.0,566
284269,Рыжеволосая Женщина,Современная зарубежная литература,Орхан Памук,,20,4.0,566
206559,Рэгтайм,Современная зарубежная литература,Эдгар Доктороу,,13,5.0,566
68132,Конец одиночества,Современная зарубежная литература,Бенедикт Велльс,,17,5.0,566
210381,«Я» значит «Ястреб»,Современная зарубежная литература,Хелен Макдональд,"жанр: мемуары
темы: смерть, вина, самопознание
конфликт: внутренний конфликт, потеря близкого человека
смысл: История о поиске смысла жизни после потери, исследование внутреннего мира и отношений с природой.",25,5.0,566
81100,Алфи и Джордж,Современная зарубежная литература,Рейчел Уэллс,"жанр: роман
темы: дружба, семья, идентичность
конфликт: внутренний конфликт, социальные нормы
смысл: История двух людей, их отношений и поиска себя, смысл жизни через взаимодействие с окружающими.",20,4.8,566
131831,Альтруисты,Современная зарубежная литература,Эндрю Ридкер,"жанр: роман
темы: семья, дружба, вина, прощение, идентичность
конфликт: внутренний конфликт, конфликт отношений
смысл: История исследует сложности человеческих отношений и личностного роста, а также борьбу с внутренними конфликтами и поиск прощения.",19,3.7,566
204085,Американская ржавчина,Современная зарубежная литература,Филипп Майер,"жанр: роман
темы: семья, одиночество, страдание
конфликт: внутренний конфликт, социальное неравенство
смысл: История семьи и ее борьбы, исследование социальных проблем.",20,4.7,566
145302,Американха,Современная зарубежная литература,Чимаманда Адичи,"жанр: роман
темы: идентичность, культура, социальные нормы, семья, любовь
конфликт: культурные различия, личностный кризис
смысл: История о самоопределении и поиске своего места в чужой стране, исследующая темы идентичности и культурных различий.",17,5.0,566
263922,Анатомия счастья,Современная зарубежная литература,Кристоф Магнуссон,"жанр: психологическая проза
темы: любовь, семья, одиночество, смысл жизни, самопознание, эмоции
конфликт: внутренний конфликт, конфликт поколений
смысл: Книга исследует человеческие отношения и поиск счастья, анализируя сложности семейных связей и личностного роста.",17,5.0,566
165159,Сверчок на печи,Современная зарубежная литература,Рэй Брэдбери,,13,5.0,566
93897,Свет в океане,Современная зарубежная литература,М. Стедман,,56,4.1,566
247944,Свобода,Современная зарубежная литература,Джонатан Франзен,,30,5.0,566
9191,Три девушки в ярости,Современная зарубежная литература,Изабель Пандазопулос,,6,2.5,566
28603,Три дочери Евы,Современная зарубежная литература,Элиф Шафак,,21,3.8,566
71400,Три новеллы,Современная зарубежная литература,Фредрик Бакман,,32,4.7,566
257818,Три правды о себе,Современная зарубежная литература,Джулия Баксбаум,,27,4.8,566
50104,Три слова о войне,"Современная зарубежная литература,Книги о войне","Момо Капор,Евгений Лукин,Роман Всеволодов",,19,4.0,566
63990,Тринадцатая сказка,Современная зарубежная литература,Диана Сеттерфилд,,752,4.8,566
152462,Незримые фурии сердца,Современная зарубежная литература,Джон Бойн,,24,3.2,566
244452,Некоторые вопросы теории катастроф,Современная зарубежная литература,Мариша Пессл,,16,4.2,566
287960,Жизнь и цель собаки,Современная зарубежная литература,Брюс Кэмерон,,31,4.8,566
201961,Форсайты,Современная зарубежная литература,Зулейка Доусон,,18,5.0,566
176009,13 причин почему,Современная зарубежная литература,Джей Эшер,"жанр: психологический роман
темы: дружба, семья, одиночество, смерть, вина, прощение
конфликт: внутренний конфликт, социальные конфликты
смысл: История о подростке, который оставил после себя записи, объясняющие причины своего ухода из жизни. Книга исследует сложности отношений и последствия действий людей для окружающих.",198,4.7,566
56168,1900-й. Легенда о пианисте,Современная зарубежная литература,Алессандро Барикко,"жанр: роман
темы: музыка, одиночество, самопознание
конфликт: внутренний конфликт, конфликт с обществом
смысл: История жизни пианиста, его борьба и поиск своего места в мире.",29,5.0,566
62740,35 кило надежды,Современная зарубежная литература,Анна Гавальда,"жанр: роман
темы: любовь, семья, одиночество
конфликт: внутренний конфликт, социальное неравенство
смысл: История о личностном росте и поиске своего места в обществе, исследование сложностей человеческих отношений.",37,4.8,566
248980,Сепаратный мир,Современная зарубежная литература,Джон Ноулз,,10,3.7,566
308254,"Сердце, живущее в согласии",Современная зарубежная литература,Ян-Филипп Зендкер,,17,5.0,566
9408,Свои-чужие,Современная зарубежная литература,Энн Пэтчетт,,14,,566
83517,Секрет мудрости,Современная зарубежная литература,Рэй Брэдбери,,17,4.8,566
89594,Свадебный джаз,Современная зарубежная литература,Стивен Кинг,,13,2.5,566
137648,Адюльтер,Современная зарубежная литература,Пауло Коэльо,"жанр: роман
темы: любовь, семья, вина, прощение, внутренний конфликт
конфликт: противоречие между желаниями и обязанностями, внутренний конфликт персонажа
смысл: история о взрослении и самопознании, поиск смысла жизни",225,4.3,566
85807,Алмазная авантюра,Современная зарубежная литература,Питер Мейл,"жанр: приключения
темы: путешествия, опасность, выживание
конфликт: конфликт с окружающей средой, внутренний конфликт
смысл: история о приключениях и самопознании, поиск цели и смысла жизни",16,,566
178674,Красота – это горе,Современная зарубежная литература,Эка Курниаван,,22,4.6,566
158234,Комната,Современная зарубежная литература,Эмма Донохью,,25,4.5,566
132583,«Веселые ребята»,"Зарубежная классика,Литература 19 века",Роберт Льюис Стивенсон,"жанр: рассказ
темы: дружба, приключения, путешествия
конфликт: конфликт поколений, внутренний конфликт
смысл: История о молодых людях, их переживаниях и поисках своего места в жизни. Рассказывает о дружбе и приключениях, которые меняют их взгляд на мир.",17,4.8,486
261010,Похищенное письмо,"Зарубежные детективы,Классические детективы,Литература 19 века",Эдгар Аллан По,,11,5.0,486
244949,Сирано де Бержерак,"Зарубежная драматургия,Зарубежная классика,Литература 19 века",Эдмон Ростан,,22,5.0,486
305043,Север и Юг,"Зарубежная классика,Литература 19 века",Элизабет Гаскелл,,38,4.6,486
45581,Сафо с Зеленых Ключей,"Зарубежная классика,Литература 19 века",Фрэнсис Брет Гарт,,16,4.5,486
196757,Аспазия,"Зарубежная классика,Литература 19 века",Роберт Гамерлинг,"жанр: роман
темы: любовь, политика, власть, общество, мораль
конфликт: Борьба за власть и влияние
смысл: Роман описывает события, связанные с древнегреческой политикой и личной жизнью его участников.",13,5.0,486
241673,Скандал в Богемии,"Зарубежные детективы,Классические детективы,Литература 19 века",Артур Конан Дойл,,12,4.5,486
231257,Безумие,"Мистика,Литература 19 века",Александр Куприн,,139,4.5,486
66298,Банковый билет в 1000000 фунтов стерлингов,"Зарубежная классика,Литература 19 века",Марк Твен,,32,4.2,486
200750,Убийство на улице Морг,"Зарубежные детективы,Классические детективы,Литература 19 века",Эдгар Аллан По,,16,5.0,486
164918,Арбенин,"Пьесы и драматургия,Литература 19 века",Михаил Лермонтов,"жанр: роман
темы: любовь, семья, вина, прощение, идентичность
конфликт: внутренний конфликт, социальное неравенство
смысл: История о сложных отношениях и внутренних конфликтах, исследующая темы любви, семьи и социального положения. Смысл книги заключается в изучении человеческой природы и борьбы за самопознание.",16,4.5,486
25255,Агнес Грей,"Зарубежная классика,Литература 19 века",Энн Бронте,"жанр: роман
темы: любовь, семья, одиночество
конфликт: внутренний конфликт, социальное неравенство
смысл: История жизни молодой женщины, ее борьбы и отношений. Описание жизни в социальном контексте того времени.",24,4.3,486
290239,"Автор, или творец","Зарубежная классика,Литература 19 века",Франсуа-Мари Аруэ Вольтер,"жанр: философская проза
темы: свобода, выбор, мораль, власть, коррупция
конфликт: борьба за идеалы, противоречия между верой и разумом
смысл: исследование человеческой природы и общественных проблем, поиск ответов на вопросы о смысле жизни и роли личности в обществе",16,5.0,486
51409,Рассуждения кота Мура,"Зарубежная классика,Литература 19 века",Эрнст Гофман,,16,4.0,486
29345,Рип Ван Винкль,"Зарубежная классика,Литература 19 века",Вашингтон Ирвинг,,15,4.5,486
150779,Адская бездна. Бог располагает,"Зарубежная классика,Литература 19 века",Александр Дюма,"жанр: исторический роман
темы: власть, коррупция, бюрократия, социальное неравенство, революция, государство
конфликт: борьба за власть, социальные противоречия
смысл: история о борьбе за власть и социальных изменениях, исследование человеческой природы в условиях конфликта и социальных потрясений.",19,4.5,486
252264,Актея,"Зарубежная классика,Литература 19 века",Гюг Вестбери,"жанр: фэнтези
темы: любовь, власть, коррупция, магия, свобода
конфликт: борьба за власть, внутренний конфликт
смысл: история о борьбе за власть и самоопределении, исследующая темы любви, коррупции и свободы.",17,4.5,486
29218,Знатный холостяк,"Зарубежные детективы,Классические детективы,Литература 19 века",Артур Конан Дойл,,18,5.0,486
17201,Рождественные бури и штиль,"Зарубежная классика,Литература 19 века",Элизабет Гаскелл,,13,5.0,486
70594,Рождественская ёлка,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,9,,486
276055,Рождественские истории,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,18,4.0,486
74244,Американский претендент,"Зарубежная классика,Литература 19 века",Марк Твен,"жанр: сатира
темы: власть, коррупция, бюрократия, социальное неравенство, политика
конфликт: борьба за власть, социальные противоречия
смысл: Изучение социальных проблем и политических процессов в обществе, критика властных структур и бюрократии.",11,5.0,486
196474,Сила факира,"Зарубежная классика,Литература 19 века",Луи Буссенар,,12,5.0,486
120372,Разговор с мумией,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,12,5.0,486
11367,Саломея,"Зарубежная драматургия,Зарубежная классика,Литература 19 века",Оскар Уайльд,,19,5.0,486
57522,Этрусская ваза,"Зарубежная классика,Литература 19 века",Проспер Мериме,,12,5.0,486
179952,Без благословения церкви,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,14,,486
17390,Киевские ведьмы,"Мистика,Литература 19 века",Орест Сомов,,15,4.2,486
1017,Лунный камень,"Зарубежные детективы,Классические детективы,Литература 19 века",Уильям Уилки Коллинз,,31,5.0,486
45635,Стрелы амура,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,13,3.5,486
79158,Незнакомка из Уайлдфелл-Холла,"Зарубежная классика,Литература 19 века",Энн Бронте,,29,5.0,486
221092,Надувательство как точная наука,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,15,5.0,486
148074,Сыскная полиция,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,22,4.5,486
175870,Без дна,"Зарубежная классика,Литература 19 века",Жорис Гюисманс,,13,5.0,486
82246,Грядущая раса,"Социальная фантастика,Зарубежная фантастика,Литература 19 века",Эдвард Бульвер-Литтон,,17,4.6,486
143189,Обряд дома Месгрейвов,"Зарубежные детективы,Классические детективы,Литература 19 века",Артур Конан Дойл,,7,5.0,486
283882,Беатриса,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,10,5.0,486
241371,Пышка,"Зарубежная классика,Литература 19 века",Ги де Мопассан,,31,4.2,486
95707,Продолговатый ящик,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,11,4.5,486
146419,Проклятое дитя,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,16,4.5,486
112898,Скорбь Сатаны,"Мистика,Зарубежная классика,Литература 19 века",Мария Корелли,,26,4.6,486
121760,Вдали от безумной толпы,"Зарубежная классика,Литература 19 века",Томас Харди,,17,4.4,486
214507,Комната в гостинице «Летучий дракон». Дядюшка Сайлас,"Мистика,Зарубежные детективы,Литература 19 века",Джозеф Шеридан Ле Фаню,,7,5.0,486
262892,В угоду жене,"Зарубежная классика,Литература 19 века",Томас Харди,,15,4.5,486
107359,"Власть тьмы, или «Коготок увяз, всей птичке пропасть»","Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Лев Толстой,,17,3.0,486
149984,Госпожа Бовари,"Зарубежная классика,Литература 19 века",Гюстав Флобер,,94,4.8,486
79906,Воспоминание,"Зарубежная классика,Литература 19 века",Марк Твен,,19,5.0,486
163590,Далекое путешествие,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,13,4.5,486
51303,Даниэль Деронда,"Зарубежная классика,Литература 19 века",Джордж Элиот,,17,4.5,486
186884,Гобсек,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,20,4.5,486
226111,В благородном семействе,"Зарубежная классика,Литература 19 века",Уильям Теккерей,,13,5.0,486
220131,Гамбара,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,5,5.0,486
37191,Воскресение на родине,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,16,5.0,486
160015,Гротески и арабески,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,14,4.3,486
169770,"Рукопись, найденная в бутылке","Мистика,Зарубежное фэнтези,Литература 19 века",Эдгар Аллан По,,23,5.0,486
230865,"Человеческое, слишком человеческое","Книги по философии,Зарубежная классика,Зарубежная образовательная литература,Литература 19 века",Фридрих Ницше,,20,4.7,486
154826,Домби и сын,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,15,5.0,486
17309,Дьявольская бутылка,"Зарубежная классика,Литература 19 века",Роберт Льюис Стивенсон,,14,5.0,486
182690,Делец,"Зарубежная драматургия,Зарубежная классика,Литература 19 века",Оноре де Бальзак,,8,5.0,486
271395,Денежные средства богов,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,13,5.0,486
62052,Дневник обольстителя,"Книги по философии,Зарубежная классика,Зарубежная образовательная литература,Литература 19 века",Сёрен Кьеркегор,,19,4.7,486
191569,Утро делового человека,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Николай Гоголь,,42,4.2,486
49847,Зараженное семейство,"Пьесы и драматургия,Литература 19 века",Лев Толстой,,13,5.0,486
156607,Замогильные записки Пикквикского клуба,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,15,4.8,486
265115,Золотой жук. Рассказы. Стихотворения,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,14,5.0,486
142795,Жена короля,"Зарубежная классика,Литература 19 века",Джек Лондон,,46,4.2,486
182123,Жерминаль,"Зарубежная классика,Литература 19 века",Эмиль Золя,,18,4.0,486
162524,Собор Парижской Богоматери,"Зарубежная классика,Литература 19 века",Виктор Мари Гюго,,210,4.0,486
262965,Подарок на Новый год,"Зарубежная классика,Литература 19 века",Христиан Гарве,,13,5.0,486
199160,Привиди,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Генрик Ибсен,,9,5.0,486
194809,Почему французик носит руку на перевязи,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,15,5.0,486
134365,Привидения,"Зарубежная драматургия,Зарубежная классика,Литература 19 века",Генрик Ибсен,,18,5.0,486
224851,Пропавший легион,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,36,4.3,486
63978,Жанна д'Арк,"Зарубежная классика,Литература 19 века",Марк Твен,,184,4.3,486
170554,Дом с семью шпилями,"Зарубежная классика,Литература 19 века",Натаниель Готорн,,12,4.8,486
248345,Домик в Оллингтоне,"Зарубежная классика,Литература 19 века",Энтони Троллоп,,15,1.0,486
83159,Отстал от жизни,"Зарубежная классика,Литература 19 века",Артур Конан Дойл,,14,4.3,486
151297,Ущелье дьявола,"Зарубежная классика,Литература 19 века",Александр Дюма,,15,5.0,486
113202,Учитель,"Зарубежная классика,Литература 19 века",Шарлотта Бронте,,15,5.0,486
274909,"Ермак, или Покорение Сибири",Литература 19 века,Павел Свиньин,,6,5.0,486
125565,Холм иллюзий,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,18,4.4,486
79576,Овод,"Зарубежная классика,Литература 19 века",Этель Лилиан Войнич,,30,4.9,486
187774,Ожерелье,"Зарубежная классика,Литература 19 века",Ги де Мопассан,,60,4.9,486
262310,Как меня провели в Ньюарке,"Зарубежная классика,Литература 19 века",Марк Твен,,15,4.0,486
63516,Сочинения,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,16,5.0,486
33747,У ястребиного источника,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Уильям Йейтс,,7,,486
15532,Тёмное дело,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,11,4.8,486
81219,Интервью с дикарем,"Зарубежная классика,Литература 19 века",Марк Твен,,25,5.0,486
123081,Клад под развалинами Франшарского монастыря,"Зарубежная классика,Литература 19 века",Роберт Льюис Стивенсон,,17,4.5,486
176438,История Мухаммад-Дина,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,13,4.5,486
271829,Испанцы,"Пьесы и драматургия,Литература 19 века",Михаил Лермонтов,,16,4.5,486
247766,"Уолден, или Жизнь в лесу","Зарубежная классика,Литература 19 века",Генри Торо,,29,4.5,486
306421,Уланы Цесаревича Константина,"Литература 19 века,Книги о войне",Всеволод Крестовский,,16,4.8,486
134206,Сафо,"Зарубежная классика,Литература 19 века",Альфонс Доде,,41,5.0,486
277414,Антикварий,"Зарубежная классика,Литература 19 века",Вальтер Скотт,"жанр: исторический роман
темы: семья, власть, традиции, социальное неравенство, конфликт
конфликт: Противоречия между прошлым и настоящим, социальные противоречия
смысл: История о сложностях социальных отношений и борьбе за власть, исследование прошлого и его влияния на настоящее.",18,5.0,486
248017,Наука или удача,"Зарубежная классика,Литература 19 века",Марк Твен,,16,5.0,486
78317,Страница любви,"Зарубежная классика,Литература 19 века",Эмиль Золя,,12,4.0,486
173310,На большой стене,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,13,5.0,486
3798,На маяке,"Зарубежная классика,Литература 19 века",Генрик Сенкевич,,21,4.5,486
187641,Темное дело,"Зарубежная классика,Литература 19 века",Оноре де Бальзак,,13,4.2,486
20629,Маскарад,"Пьесы и драматургия,Литература 19 века",Михаил Лермонтов,,26,5.0,486
224285,Могикане Парижа,"Зарубежная классика,Литература 19 века",Александр Дюма,,18,4.7,486
156394,Мать уродов,"Зарубежная классика,Литература 19 века",Ги де Мопассан,,13,5.0,486
300052,Лягушонок,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,19,4.8,486
56508,Молодой задор,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,17,4.5,486
196921,История служанки с фермы,"Зарубежная классика,Литература 19 века",Ги де Мопассан,,22,4.4,486
55749,Пер Гюнт,"Зарубежная драматургия,Зарубежная классика,Литература 19 века",Генрик Ибсен,,11,,486
241884,Тяжелые времена,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,21,4.7,486
248288,Консуело,"Зарубежная классика,Литература 19 века",Жорж Санд,,14,5.0,486
223991,Кукольный дом,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 19 века",Генрик Ибсен,,19,5.0,486
45213,Низвержение в Мальстрем,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,18,5.0,486
61922,Когда кончаешь книгу…,"Зарубежная классика,Литература 19 века",Марк Твен,,13,5.0,486
47307,Коломба,"Зарубежная классика,Литература 19 века",Проспер Мериме,,13,5.0,486
295379,Три воскресенья на одной неделе,"Зарубежная классика,Литература 19 века",Эдгар Аллан По,,18,4.5,486
241569,Лавка древностей,"Зарубежная классика,Литература 19 века",Чарльз Диккенс,,20,5.0,486
36191,Три мушкетера,"Зарубежная классика,Литература 19 века",Редьярд Джозеф Киплинг,,10,5.0,486
219800,Новеллы,"Зарубежная классика,Литература 19 века",Проспер Мериме,,14,5.0,486
147035,Легенда об Уленшпигеле и Ламме Гудзаке,"Зарубежная классика,Литература 19 века",Шарль де Костер,,19,3.8,486
140255,Легенда о трёх прекрасных принцессах,"Зарубежная классика,Литература 19 века",Вашингтон Ирвинг,,21,5.0,486
200184,Мельница на Флоссе,"Зарубежная классика,Литература 19 века",Джордж Элиот,,11,5.0,486
43897,Милый друг,"Зарубежная классика,Литература 19 века",Ги де Мопассан,,16,5.0,486
183346,"Легенда о принце Ахмеде Аль Камель, или Паломник любви","Зарубежная классика,Литература 19 века",Вашингтон Ирвинг,,12,,486
34305,Легенда о Сонной Лощине,"Зарубежная классика,Литература 19 века",Вашингтон Ирвинг,,23,5.0,486
118921,Лелия,"Зарубежная классика,Литература 19 века",Жорж Санд,,18,5.0,486
93214,Лисий король,"Зарубежная классика,Литература 19 века",Артур Конан Дойл,,14,4.0,486
15926,Мидлмарч,"Зарубежная классика,Литература 19 века",Джордж Элиот,,27,4.8,486
94383,Мон-Ревеш,"Зарубежная классика,Литература 19 века",Жорж Санд,,14,5.0,486
210815,Наши ставки на дерби,"Зарубежная классика,Литература 19 века",Артур Конан Дойл,,10,3.3,486
108641,Медведь,"Пьесы и драматургия,Литература 19 века",Антон Чехов,,14,5.0,486
184809,Мудрость снежной тропы,"Зарубежная классика,Литература 19 века",Джек Лондон,,43,4.6,486
264808,Разбойники,"Зарубежная драматургия,Зарубежная классика,Литература 18 века",Фридрих Шиллер,,17,5.0,393
117253,Ромео и Джульетта Краткий пересказ произведения У. Шекспира,Зарубежная классика,Анатолий Будниченко,,17,5.0,393
282725,"Севильский цирюльник, или Тщетная предосторожность","Зарубежная драматургия,Зарубежная классика,Литература 18 века",Пьер Бомарше,,13,5.0,393
88727,Амур с капральской тростью,Зарубежная классика,Леопольд Захер-Мазох,"жанр: новелла
темы: любовь, власть, коррупция
конфликт: внутренний конфликт, социальное неравенство
смысл: История исследует темы любви и власти, конфликты между индивидом и обществом.",20,5.0,393
176173,Белый Клык. Лучшие повести и рассказы о животных,Зарубежная классика,"Джек Лондон,Редьярд Джозеф Киплинг,Джеймс Оливер Кервуд,Дхан Мукерджи",,16,4.0,393
149180,"Эмилия де Турвиль, или жестокосердие братьев",Зарубежная классика,Донасьен Альфонс Франсуа де Сад,,17,4.8,393
220840,"Безумный день, или Женитьба Фигаро","Зарубежная драматургия,Зарубежная классика,Литература 18 века",Пьер Бомарше,,18,4.5,393
55340,"Слепые судьи, рассуждающие о цвете предметов","Зарубежная классика,Литература 18 века",Франсуа-Мари Аруэ Вольтер,,17,5.0,393
64946,Диалоги Эвгемера,"Книги по философии,Зарубежная классика,Зарубежная образовательная литература",Франсуа-Мари Аруэ Вольтер,,15,4.0,393
190076,Школа злословия,"Зарубежная драматургия,Зарубежная классика,Литература 18 века",Ричард Шеридан,,8,4.3,393
210371,Гамлет. Краткий пересказ произведения В. Шекспира,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика",Анатолий Будниченко,,13,4.8,393
176399,Учитель-философ,Зарубежная классика,Донасьен Альфонс Франсуа де Сад,,10,5.0,393
47262,"Жив, здоров, пишу",Зарубежная классика,Рэй Брэдбери,,13,4.3,393
157193,Солнце и сталь,"Зарубежная драматургия,Зарубежная классика",Юкио Мисима,,15,4.7,393
166586,Под сенью девушек в цвету,Зарубежная классика,Марсель Пруст,,17,5.0,393
149626,Портрет Дориана Грея Краткий пересказ произведения О. Уальда,Зарубежная классика,Анатолий Будниченко,,14,4.2,393
310748,Убийство как одно из изящных искусств,Зарубежная классика,Томас Де Квинси,,7,2.0,393
150119,Искусство стать любимым,Зарубежная классика,Леопольд Захер-Мазох,,17,5.0,393
287746,Комедии,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика",Уильям Шекспир,,12,2.5,393
230091,Трагедии. Сонеты,"Зарубежная драматургия,Зарубежная классика",Уильям Шекспир,,11,4.0,393
306859,Краткое изложение Евангелия,Зарубежная классика,Лев Толстой,,15,4.5,393
270442,Кофейная,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика",Карло Гольдони,,17,4.8,393
145873,"Мельник – колдун, обманщик и сват","Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика,Литература 18 века",Александр Аблесимов,,9,5.0,393
235493,Макбет,"Пьесы и драматургия,Зарубежная драматургия,Зарубежная классика",Уильям Шекспир,,37,5.0,393
28859,"Недотрога, или нежданная встреча",Зарубежная классика,Донасьен Альфонс Франсуа де Сад,,11,4.0,393
284932,Антихрист. Ecce Homo. Сумерки идолов,"Книги по философии,Зарубежная классика",Фридрих Ницше,"жанр: философская проза
темы: философия, мораль, идентичность, власть, религия
конфликт: противоречие ценностей, духовный кризис
смысл: исследование философских идей, критика традиционных ценностей",16,3.7,393
